datetime,price,volume
2024-07-29 09:30:00,4603.4,1197
2024-07-29 09:31:00,4604.8,918
2024-07-29 09:32:00,4601.8,376
2024-07-29 09:33:00,4589.2,938
2024-07-29 09:34:00,4582.0,670
2024-07-29 09:35:00,4576.8,846
2024-07-29 09:36:00,4580.6,407
2024-07-29 09:37:00,4576.0,442
2024-07-29 09:38:00,4578.6,393
2024-07-29 09:39:00,4575.0,317
2024-07-29 09:40:00,4577.6,431
2024-07-29 09:41:00,4577.8,307
2024-07-29 09:42:00,4569.6,340
2024-07-29 09:43:00,4570.8,360
2024-07-29 09:44:00,4572.4,216
2024-07-29 09:45:00,4570.2,269
2024-07-29 09:46:00,4572.4,196
2024-07-29 09:47:00,4577.4,165
2024-07-29 09:48:00,4581.6,360
2024-07-29 09:49:00,4594.4,519
2024-07-29 09:50:00,4601.8,748
2024-07-29 09:51:00,4602.2,368
2024-07-29 09:52:00,4593.6,276
2024-07-29 09:53:00,4588.0,296
2024-07-29 09:54:00,4590.0,312
2024-07-29 09:55:00,4585.2,216
2024-07-29 09:56:00,4588.2,224
2024-07-29 09:57:00,4586.0,125
2024-07-29 09:58:00,4586.8,99
2024-07-29 09:59:00,4584.6,124
2024-07-29 10:00:00,4577.6,342
2024-07-29 10:01:00,4572.6,322
2024-07-29 10:02:00,4573.2,162
2024-07-29 10:03:00,4573.0,109
2024-07-29 10:04:00,4578.4,181
2024-07-29 10:05:00,4580.4,164
2024-07-29 10:06:00,4582.2,148
2024-07-29 10:07:00,4588.4,281
2024-07-29 10:08:00,4589.0,239
2024-07-29 10:09:00,4591.2,212
2024-07-29 10:10:00,4589.4,158
2024-07-29 10:11:00,4590.2,174
2024-07-29 10:12:00,4588.0,139
2024-07-29 10:13:00,4591.0,105
2024-07-29 10:14:00,4589.8,69
2024-07-29 10:15:00,4587.6,85
2024-07-29 10:16:00,4581.4,139
2024-07-29 10:17:00,4584.4,109
2024-07-29 10:18:00,4580.6,107
2024-07-29 10:19:00,4582.2,101
2024-07-29 10:20:00,4581.0,110
2024-07-29 10:21:00,4581.6,161
2024-07-29 10:22:00,4582.8,68
2024-07-29 10:23:00,4580.0,97
2024-07-29 10:24:00,4578.6,70
2024-07-29 10:25:00,4578.0,110
2024-07-29 10:26:00,4580.8,103
2024-07-29 10:27:00,4582.4,52
2024-07-29 10:28:00,4585.4,76
2024-07-29 10:29:00,4585.4,43
2024-07-29 10:30:00,4584.4,87
2024-07-29 10:31:00,4579.0,91
2024-07-29 10:32:00,4576.2,110
2024-07-29 10:33:00,4581.6,70
2024-07-29 10:34:00,4586.0,138
2024-07-29 10:35:00,4584.8,264
2024-07-29 10:36:00,4583.0,115
2024-07-29 10:37:00,4581.2,71
2024-07-29 10:38:00,4578.6,77
2024-07-29 10:39:00,4578.0,49
2024-07-29 10:40:00,4579.0,66
2024-07-29 10:41:00,4575.4,91
2024-07-29 10:42:00,4578.4,51
2024-07-29 10:43:00,4581.8,157
2024-07-29 10:44:00,4582.2,75
2024-07-29 10:45:00,4583.4,38
2024-07-29 10:46:00,4584.6,117
2024-07-29 10:47:00,4585.0,71
2024-07-29 10:48:00,4582.4,43
2024-07-29 10:49:00,4580.6,41
2024-07-29 10:50:00,4584.4,86
2024-07-29 10:51:00,4583.6,85
2024-07-29 10:52:00,4582.6,61
2024-07-29 10:53:00,4585.6,42
2024-07-29 10:54:00,4588.8,153
2024-07-29 10:55:00,4586.4,78
2024-07-29 10:56:00,4588.4,88
2024-07-29 10:57:00,4586.0,56
2024-07-29 10:58:00,4589.8,147
2024-07-29 10:59:00,4585.6,42
2024-07-29 11:00:00,4586.8,50
2024-07-29 11:01:00,4587.4,62
2024-07-29 11:02:00,4586.8,33
2024-07-29 11:03:00,4588.4,98
2024-07-29 11:04:00,4584.2,76
2024-07-29 11:05:00,4580.0,290
2024-07-29 11:06:00,4582.6,111
2024-07-29 11:07:00,4583.6,47
2024-07-29 11:08:00,4582.2,37
2024-07-29 11:09:00,4586.0,77
2024-07-29 11:10:00,4589.0,218
2024-07-29 11:11:00,4594.0,303
2024-07-29 11:12:00,4591.6,103
2024-07-29 11:13:00,4591.4,86
2024-07-29 11:14:00,4593.8,127
2024-07-29 11:15:00,4595.6,362
2024-07-29 11:16:00,4591.6,123
2024-07-29 11:17:00,4592.8,62
2024-07-29 11:18:00,4593.6,54
2024-07-29 11:19:00,4589.8,94
2024-07-29 11:20:00,4592.0,88
2024-07-29 11:21:00,4598.8,243
2024-07-29 11:22:00,4597.8,230
2024-07-29 11:23:00,4600.0,153
2024-07-29 11:24:00,4598.2,57
2024-07-29 11:25:00,4598.2,105
2024-07-29 11:26:00,4599.8,112
2024-07-29 11:27:00,4597.8,180
2024-07-29 11:28:00,4599.0,69
2024-07-29 11:29:00,4597.4,105
2024-07-29 11:30:00,4598.6,1
2024-07-29 13:00:00,4595.4,199
2024-07-29 13:01:00,4596.6,112
2024-07-29 13:02:00,4593.2,119
2024-07-29 13:03:00,4590.4,158
2024-07-29 13:04:00,4588.8,118
2024-07-29 13:05:00,4594.2,146
2024-07-29 13:06:00,4592.2,39
2024-07-29 13:07:00,4593.6,50
2024-07-29 13:08:00,4592.4,46
2024-07-29 13:09:00,4596.8,176
2024-07-29 13:10:00,4597.2,69
2024-07-29 13:11:00,4601.6,121
2024-07-29 13:12:00,4604.6,293
2024-07-29 13:13:00,4600.2,100
2024-07-29 13:14:00,4602.2,83
2024-07-29 13:15:00,4602.8,78
2024-07-29 13:16:00,4604.8,176
2024-07-29 13:17:00,4601.2,68
2024-07-29 13:18:00,4598.2,92
2024-07-29 13:19:00,4600.0,55
2024-07-29 13:20:00,4599.0,65
2024-07-29 13:21:00,4596.4,84
2024-07-29 13:22:00,4596.8,80
2024-07-29 13:23:00,4597.2,82
2024-07-29 13:24:00,4596.2,47
2024-07-29 13:25:00,4595.6,122
2024-07-29 13:26:00,4599.4,122
2024-07-29 13:27:00,4600.4,29
2024-07-29 13:28:00,4602.4,96
2024-07-29 13:29:00,4604.8,137
2024-07-29 13:30:00,4610.0,552
2024-07-29 13:31:00,4606.0,215
2024-07-29 13:32:00,4602.6,318
2024-07-29 13:33:00,4601.8,73
2024-07-29 13:34:00,4602.4,66
2024-07-29 13:35:00,4599.8,114
2024-07-29 13:36:00,4599.2,117
2024-07-29 13:37:00,4603.0,55
2024-07-29 13:38:00,4600.0,60
2024-07-29 13:39:00,4600.0,57
2024-07-29 13:40:00,4600.0,38
2024-07-29 13:41:00,4598.6,104
2024-07-29 13:42:00,4600.0,80
2024-07-29 13:43:00,4599.0,45
2024-07-29 13:44:00,4600.6,59
2024-07-29 13:45:00,4599.6,65
2024-07-29 13:46:00,4597.0,62
2024-07-29 13:47:00,4598.4,53
2024-07-29 13:48:00,4595.8,43
2024-07-29 13:49:00,4594.2,185
2024-07-29 13:50:00,4593.0,117
2024-07-29 13:51:00,4592.8,170
2024-07-29 13:52:00,4592.2,85
2024-07-29 13:53:00,4590.4,200
2024-07-29 13:54:00,4589.4,91
2024-07-29 13:55:00,4589.6,82
2024-07-29 13:56:00,4585.2,252
2024-07-29 13:57:00,4586.4,112
2024-07-29 13:58:00,4586.4,55
2024-07-29 13:59:00,4583.2,145
2024-07-29 14:00:00,4586.8,119
2024-07-29 14:01:00,4587.6,114
2024-07-29 14:02:00,4588.2,67
2024-07-29 14:03:00,4587.6,43
2024-07-29 14:04:00,4589.2,86
2024-07-29 14:05:00,4588.0,68
2024-07-29 14:06:00,4586.0,37
2024-07-29 14:07:00,4585.6,42
2024-07-29 14:08:00,4587.2,58
2024-07-29 14:09:00,4590.8,129
2024-07-29 14:10:00,4589.2,118
2024-07-29 14:11:00,4588.8,52
2024-07-29 14:12:00,4588.4,39
2024-07-29 14:13:00,4588.0,33
2024-07-29 14:14:00,4591.4,107
2024-07-29 14:15:00,4588.0,98
2024-07-29 14:16:00,4585.4,118
2024-07-29 14:17:00,4586.2,24
2024-07-29 14:18:00,4592.0,80
2024-07-29 14:19:00,4592.8,142
2024-07-29 14:20:00,4596.8,214
2024-07-29 14:21:00,4592.6,71
2024-07-29 14:22:00,4592.4,71
2024-07-29 14:23:00,4591.2,72
2024-07-29 14:24:00,4593.2,39
2024-07-29 14:25:00,4589.6,53
2024-07-29 14:26:00,4590.0,16
2024-07-29 14:27:00,4593.2,45
2024-07-29 14:28:00,4592.8,30
2024-07-29 14:29:00,4595.2,67
2024-07-29 14:30:00,4595.0,87
2024-07-29 14:31:00,4596.8,89
2024-07-29 14:32:00,4594.6,45
2024-07-29 14:33:00,4594.8,59
2024-07-29 14:34:00,4593.4,33
2024-07-29 14:35:00,4596.2,112
2024-07-29 14:36:00,4596.4,77
2024-07-29 14:37:00,4597.0,150
2024-07-29 14:38:00,4594.4,59
2024-07-29 14:39:00,4592.0,122
