,Param,Cum_PnL,Sharpe,Sortino,Max Drawdown,Win Ratio
195,"[47, 30, 10]",35400.0,0.7198543022943781,0.2729430846729185,-0.3909604519773858,0.5853658536585366
196,"[53, 30, 22]",35680.0,0.714807937795222,0.22007176183844135,-0.45943097997890503,0.6111111111111112
197,"[42, 30, 17]",37160.0,0.7119558099024241,0.2449874508925372,-0.3772819472616316,0.5849056603773585
198,"[44, 30, 10]",39480.0,0.7114575016643694,0.29455625971201344,-0.37689969604861656,0.5714285714285714
199,"[41, 30, 18]",34720.0,0.7083329544450211,0.24089696659873674,-0.40756756756752177,0.5964912280701754
200,"[40, 30, 10]",34760.0,0.7077735235035769,0.25842027882612245,-0.4292289988492513,0.5925925925925926
201,"[47, 30, 12]",34600.0,0.7069811195243562,0.25448599256276505,-0.4216335540838538,0.5952380952380952
202,"[43, 30, 17]",37640.0,0.704379003993883,0.2481565251943024,-0.374749498997967,0.5849056603773585
203,"[44, 30, 12]",38680.0,0.7012916247662365,0.2740978840574111,-0.404761904761875,0.5813953488372093
204,"[52, 30, 22]",34600.0,0.6944034512243914,0.213827933939374,-0.44143167028197344,0.6
205,"[40, 30, 12]",33960.0,0.6903640002569668,0.23946139689780618,-0.4595505617977345,0.6
206,"[47, 30, 11]",32840.0,0.6852358382785559,0.2654314272433334,-0.44663573085843966,0.5714285714285714
207,"[44, 30, 11]",36920.0,0.6804657752212762,0.28751350078859894,-0.4263485477178148,0.5581395348837209
208,"[51, 30, 22]",35520.0,0.6731886341171885,0.22359889464089047,-0.3587301587301532,0.5818181818181818
209,"[41, 30, 13]",34080.0,0.6715849211867764,0.23458902419561667,-0.5355932203389437,0.5961538461538461
210,"[41, 30, 19]",34480.0,0.6710973884043963,0.22099567090386804,-0.42437431991290964,0.6379310344827587
