datetime,price,volume,现货价格
2024-09-23 11:30:00,3210.6,0,3223.15
2024-09-23 13:00:00,3210.4,12,3222.47
2024-09-23 13:01:00,3208.6,4,3222.0
2024-09-23 13:02:00,3205.6,6,3219.53
2024-09-23 13:03:00,3206.0,4,3218.3
2024-09-23 13:04:00,3206.2,5,3219.05
2024-09-23 13:05:00,3206.0,6,3218.83
2024-09-23 13:06:00,3206.0,3,3219.65
2024-09-23 13:07:00,3206.0,0,3220.59
2024-09-23 13:08:00,3206.6,1,3220.56
2024-09-23 13:09:00,3206.8,6,3219.28
2024-09-23 13:10:00,3207.0,8,3220.53
2024-09-23 13:11:00,3206.2,1,3219.8
2024-09-23 13:12:00,3205.6,2,3220.55
2024-09-23 13:13:00,3205.0,5,3219.64
2024-09-23 13:14:00,3205.0,1,3219.26
2024-09-23 13:15:00,3205.0,0,3219.98
2024-09-23 13:16:00,3207.0,7,3220.8
2024-09-23 13:17:00,3207.0,5,3220.65
2024-09-23 13:18:00,3208.0,5,3221.57
2024-09-23 13:19:00,3208.2,2,3221.34
2024-09-23 13:20:00,3210.0,16,3223.57
2024-09-23 13:21:00,3210.0,0,3222.96
2024-09-23 13:22:00,3210.0,0,3222.14
2024-09-23 13:23:00,3210.0,0,3222.48
2024-09-23 13:24:00,3208.6,2,3222.37
2024-09-23 13:25:00,3208.6,0,3222.54
2024-09-23 13:26:00,3208.6,3,3221.44
2024-09-23 13:27:00,3207.4,1,3221.3
2024-09-23 13:28:00,3208.0,1,3221.64
2024-09-23 13:29:00,3208.0,0,3221.31
2024-09-23 13:30:00,3208.0,0,3221.14
2024-09-23 13:31:00,3207.0,1,3221.2
2024-09-23 13:32:00,3206.4,5,3220.8
2024-09-23 13:33:00,3205.4,4,3219.65
2024-09-23 13:34:00,3206.4,2,3220.68
2024-09-23 13:35:00,3208.8,4,3223.37
2024-09-23 13:36:00,3208.0,6,3221.9
2024-09-23 13:37:00,3209.2,7,3223.03
2024-09-23 13:38:00,3209.2,0,3222.84
2024-09-23 13:39:00,3207.4,2,3222.05
2024-09-23 13:40:00,3207.6,4,3221.57
2024-09-23 13:41:00,3207.6,0,3222.54
2024-09-23 13:42:00,3207.4,2,3221.75
2024-09-23 13:43:00,3207.4,0,3221.09
2024-09-23 13:44:00,3206.6,1,3220.62
2024-09-23 13:45:00,3204.0,7,3218.69
2024-09-23 13:46:00,3204.0,4,3218.02
2024-09-23 13:47:00,3201.4,9,3217.27
2024-09-23 13:48:00,3201.4,3,3216.12
2024-09-23 13:49:00,3201.8,4,3216.34
2024-09-23 13:50:00,3200.6,3,3215.99
2024-09-23 13:51:00,3200.6,0,3215.72
2024-09-23 13:52:00,3200.0,5,3215.34
2024-09-23 13:53:00,3200.0,1,3215.77
2024-09-23 13:54:00,3199.0,2,3215.39
2024-09-23 13:55:00,3199.0,1,3214.96
2024-09-23 13:56:00,3199.0,4,3214.33
2024-09-23 13:57:00,3199.6,2,3214.82
2024-09-23 13:58:00,3199.8,2,3214.56
2024-09-23 13:59:00,3199.8,4,3214.22
2024-09-23 14:00:00,3199.4,7,3213.54
2024-09-23 14:01:00,3198.4,6,3213.5
2024-09-23 14:02:00,3198.4,1,3213.38
2024-09-23 14:03:00,3200.2,1,3213.81
2024-09-23 14:04:00,3199.6,5,3212.91
2024-09-23 14:05:00,3197.8,6,3212.02
2024-09-23 14:06:00,3198.6,5,3211.95
2024-09-23 14:07:00,3197.0,2,3211.64
2024-09-23 14:08:00,3197.0,1,3211.9
2024-09-23 14:09:00,3197.0,0,3211.58
2024-09-23 14:10:00,3200.2,6,3213.92
2024-09-23 14:11:00,3198.4,1,3213.14
2024-09-23 14:12:00,3199.4,1,3213.36
2024-09-23 14:13:00,3198.6,8,3212.25
2024-09-23 14:14:00,3198.8,6,3211.87
2024-09-23 14:15:00,3198.8,0,3211.86
2024-09-23 14:16:00,3198.0,1,3212.41
2024-09-23 14:17:00,3198.6,2,3212.56
2024-09-23 14:18:00,3198.6,0,3212.66
2024-09-23 14:19:00,3199.2,7,3213.03
2024-09-23 14:20:00,3199.8,8,3213.83
2024-09-23 14:21:00,3199.6,1,3213.3
2024-09-23 14:22:00,3198.4,3,3213.17
2024-09-23 14:23:00,3198.2,1,3212.9
2024-09-23 14:24:00,3198.2,3,3212.85
2024-09-23 14:25:00,3198.4,1,3212.66
2024-09-23 14:26:00,3198.2,15,3212.41
2024-09-23 14:27:00,3198.2,0,3212.04
2024-09-23 14:28:00,3198.6,6,3212.24
2024-09-23 14:29:00,3198.6,4,3212.64
2024-09-23 14:30:00,3200.6,11,3215.0
2024-09-23 14:31:00,3200.0,10,3215.47
2024-09-23 14:32:00,3199.4,4,3214.0
2024-09-23 14:33:00,3199.4,0,3213.71
2024-09-23 14:34:00,3199.4,0,3213.86
2024-09-23 14:35:00,3198.4,3,3213.29
2024-09-23 14:36:00,3198.4,1,3213.19
2024-09-23 14:37:00,3197.0,4,3212.44
2024-09-23 14:38:00,3195.4,8,3211.41
2024-09-23 14:39:00,3196.6,9,3211.59
2024-09-23 14:40:00,3196.8,9,3211.82
2024-09-23 14:41:00,3197.2,4,3211.29
2024-09-23 14:42:00,3197.2,0,3211.41
2024-09-23 14:43:00,3197.0,8,3211.53
2024-09-23 14:44:00,3199.2,30,3212.84
2024-09-23 14:45:00,3198.8,12,3212.36
2024-09-23 14:46:00,3197.6,8,3211.64
2024-09-23 14:47:00,3198.0,5,3211.95
2024-09-23 14:48:00,3198.6,1,3212.18
2024-09-23 14:49:00,3199.4,6,3212.29
2024-09-23 14:50:00,3199.4,10,3212.4
2024-09-23 14:51:00,3198.6,3,3211.96
2024-09-23 14:52:00,3198.6,0,3212.18
2024-09-23 14:53:00,3198.8,5,3212.04
2024-09-23 14:54:00,3200.2,9,3212.5
2024-09-23 14:55:00,3199.8,24,3212.4
2024-09-23 14:56:00,3199.6,13,3212.48
2024-09-23 14:57:00,3201.0,18,3212.63
2024-09-23 14:58:00,3200.4,22,3212.63
2024-09-23 14:59:00,3200.0,35,3212.63
2024-09-23 15:00:00,3200.0,0,3212.76
2024-09-24 09:30:00,3241.2,127,3248.38
2024-09-24 09:31:00,3243.4,48,3248.84
2024-09-24 09:32:00,3242.0,40,3247.4
2024-09-24 09:33:00,3234.8,40,3239.26
2024-09-24 09:34:00,3234.2,42,3241.28
2024-09-24 09:35:00,3233.6,13,3240.98
2024-09-24 09:36:00,3236.4,13,3243.9
2024-09-24 09:37:00,3241.2,31,3246.56
2024-09-24 09:38:00,3236.6,28,3245.16
2024-09-24 09:39:00,3235.8,26,3242.35
2024-09-24 09:40:00,3235.6,22,3242.62
2024-09-24 09:41:00,3233.8,20,3240.1
2024-09-24 09:42:00,3236.4,8,3241.68
2024-09-24 09:43:00,3235.2,12,3242.04
2024-09-24 09:44:00,3235.4,9,3243.41
2024-09-24 09:45:00,3235.0,9,3242.78
2024-09-24 09:46:00,3233.4,5,3241.59
2024-09-24 09:47:00,3227.4,10,3236.88
2024-09-24 09:48:00,3228.6,13,3236.14
2024-09-24 09:49:00,3225.6,10,3233.67
2024-09-24 09:50:00,3227.6,20,3235.06
2024-09-24 09:51:00,3224.8,11,3235.09
2024-09-24 09:52:00,3226.6,3,3236.56
2024-09-24 09:53:00,3226.4,4,3236.44
2024-09-24 09:54:00,3225.2,6,3234.08
2024-09-24 09:55:00,3223.2,6,3233.64
2024-09-24 09:56:00,3223.8,7,3233.01
2024-09-24 09:57:00,3223.4,6,3233.07
2024-09-24 09:58:00,3224.2,2,3233.74
2024-09-24 09:59:00,3221.2,14,3231.45
2024-09-24 10:00:00,3218.2,6,3226.85
2024-09-24 10:01:00,3220.2,3,3226.41
2024-09-24 10:02:00,3216.2,16,3224.26
2024-09-24 10:03:00,3215.4,6,3223.22
2024-09-24 10:04:00,3215.6,5,3223.51
2024-09-24 10:05:00,3217.6,17,3224.03
2024-09-24 10:06:00,3219.2,10,3226.23
2024-09-24 10:07:00,3219.6,7,3226.4
2024-09-24 10:08:00,3219.6,6,3227.43
2024-09-24 10:09:00,3221.2,8,3228.42
2024-09-24 10:10:00,3218.4,4,3226.4
2024-09-24 10:11:00,3219.0,3,3228.13
2024-09-24 10:12:00,3222.2,9,3231.21
2024-09-24 10:13:00,3221.8,14,3229.91
2024-09-24 10:14:00,3221.8,13,3231.19
2024-09-24 10:15:00,3222.0,16,3231.02
2024-09-24 10:16:00,3219.8,6,3229.39
2024-09-24 10:17:00,3220.4,4,3227.69
2024-09-24 10:18:00,3221.4,11,3229.77
2024-09-24 10:19:00,3222.8,2,3232.12
2024-09-24 10:20:00,3222.2,2,3229.95
2024-09-24 10:21:00,3222.6,3,3231.13
2024-09-24 10:22:00,3222.6,5,3231.08
2024-09-24 10:23:00,3223.6,4,3230.75
2024-09-24 10:24:00,3222.2,4,3231.18
2024-09-24 10:25:00,3220.4,11,3229.82
2024-09-24 10:26:00,3220.4,0,3228.17
2024-09-24 10:27:00,3220.2,2,3229.34
2024-09-24 10:28:00,3219.6,2,3229.15
2024-09-24 10:29:00,3218.8,2,3227.51
2024-09-24 10:30:00,3218.2,1,3227.58
2024-09-24 10:31:00,3218.2,0,3226.72
2024-09-24 10:32:00,3218.2,0,3226.62
2024-09-24 10:33:00,3220.8,2,3229.3
2024-09-24 10:34:00,3220.0,1,3228.63
2024-09-24 10:35:00,3218.8,2,3227.86
2024-09-24 10:36:00,3219.4,7,3228.26
2024-09-24 10:37:00,3217.6,4,3227.13
2024-09-24 10:38:00,3219.0,1,3228.26
2024-09-24 10:39:00,3220.0,8,3229.39
2024-09-24 10:40:00,3220.6,2,3230.05
2024-09-24 10:41:00,3222.0,1,3230.79
2024-09-24 10:42:00,3225.2,9,3233.35
2024-09-24 10:43:00,3228.0,18,3235.91
2024-09-24 10:44:00,3228.6,21,3236.88
2024-09-24 10:45:00,3231.4,20,3240.85
2024-09-24 10:46:00,3239.2,17,3245.59
2024-09-24 10:47:00,3240.0,9,3248.95
2024-09-24 10:48:00,3248.4,55,3252.34
2024-09-24 10:49:00,3247.2,14,3252.73
2024-09-24 10:50:00,3241.2,35,3249.44
2024-09-24 10:51:00,3239.0,14,3246.7
2024-09-24 10:52:00,3243.4,3,3250.36
2024-09-24 10:53:00,3238.6,19,3247.17
2024-09-24 10:54:00,3237.4,6,3246.19
2024-09-24 10:55:00,3238.2,11,3245.86
2024-09-24 10:56:00,3238.0,2,3246.31
2024-09-24 10:57:00,3246.2,20,3250.56
2024-09-24 10:58:00,3251.2,19,3255.71
2024-09-24 10:59:00,3249.4,19,3257.56
2024-09-24 11:00:00,3252.8,17,3258.42
2024-09-24 11:01:00,3246.8,6,3254.23
2024-09-24 11:02:00,3246.0,10,3253.99
2024-09-24 11:03:00,3251.2,16,3258.52
2024-09-24 11:04:00,3249.4,16,3256.89
2024-09-24 11:05:00,3250.8,5,3256.58
2024-09-24 11:06:00,3252.6,9,3258.42
2024-09-24 11:07:00,3255.0,12,3260.16
2024-09-24 11:08:00,3253.8,6,3261.1
2024-09-24 11:09:00,3258.0,5,3264.34
2024-09-24 11:10:00,3260.8,60,3266.83
2024-09-24 11:11:00,3262.2,15,3268.58
2024-09-24 11:12:00,3265.6,17,3271.8
2024-09-24 11:13:00,3259.8,20,3267.85
2024-09-24 11:14:00,3260.0,6,3267.85
2024-09-24 11:15:00,3262.2,13,3269.79
2024-09-24 11:16:00,3261.6,5,3268.35
2024-09-24 11:17:00,3269.4,5,3273.9
2024-09-24 11:18:00,3267.6,27,3272.56
2024-09-24 11:19:00,3268.8,8,3275.18
2024-09-24 11:20:00,3272.0,23,3277.39
2024-09-24 11:21:00,3276.0,58,3279.27
2024-09-24 11:22:00,3277.6,18,3282.09
2024-09-24 11:23:00,3281.4,4,3284.36
2024-09-24 11:24:00,3290.0,27,3289.28
2024-09-24 11:25:00,3282.2,38,3286.5
2024-09-24 11:26:00,3285.8,16,3288.58
2024-09-24 11:27:00,3283.0,11,3287.51
2024-09-24 11:28:00,3288.4,4,3288.94
2024-09-24 11:29:00,3288.8,11,3289.91
2024-09-24 11:30:00,3288.8,0,3289.75
2024-09-24 13:00:00,3339.0,130,3320.63
2024-09-24 13:01:00,3329.2,102,3323.59
2024-09-24 13:02:00,3336.6,36,3328.78
2024-09-24 13:03:00,3324.4,42,3322.76
2024-09-24 13:04:00,3324.6,20,3324.27
2024-09-24 13:05:00,3323.8,9,3321.37
2024-09-24 13:06:00,3327.2,13,3324.3
2024-09-24 13:07:00,3327.2,16,3326.05
2024-09-24 13:08:00,3333.4,15,3329.51
2024-09-24 13:09:00,3341.4,34,3335.91
2024-09-24 13:10:00,3336.4,27,3333.8
2024-09-24 13:11:00,3335.2,10,3334.48
2024-09-24 13:12:00,3332.6,26,3332.85
2024-09-24 13:13:00,3329.6,14,3331.24
2024-09-24 13:14:00,3332.0,9,3331.43
2024-09-24 13:15:00,3327.8,22,3330.3
2024-09-24 13:16:00,3322.2,32,3327.1
2024-09-24 13:17:00,3322.4,16,3324.86
2024-09-24 13:18:00,3324.0,11,3325.14
2024-09-24 13:19:00,3319.6,14,3322.03
2024-09-24 13:20:00,3319.4,24,3322.49
2024-09-24 13:21:00,3322.6,9,3323.24
2024-09-24 13:22:00,3322.4,6,3323.51
2024-09-24 13:23:00,3329.0,12,3327.82
2024-09-24 13:24:00,3331.0,11,3329.58
2024-09-24 13:25:00,3326.8,15,3326.83
2024-09-24 13:26:00,3326.4,1,3327.85
2024-09-24 13:27:00,3329.4,5,3329.3
2024-09-24 13:28:00,3329.8,1,3329.36
2024-09-24 13:29:00,3328.0,5,3329.06
2024-09-24 13:30:00,3331.6,5,3330.29
2024-09-24 13:31:00,3328.8,6,3329.23
2024-09-24 13:32:00,3330.8,28,3331.08
2024-09-24 13:33:00,3332.4,7,3333.15
2024-09-24 13:34:00,3336.4,11,3333.81
2024-09-24 13:35:00,3336.8,5,3335.02
2024-09-24 13:36:00,3335.2,2,3335.59
2024-09-24 13:37:00,3337.6,18,3337.28
2024-09-24 13:38:00,3344.4,20,3341.36
2024-09-24 13:39:00,3337.2,11,3336.62
2024-09-24 13:40:00,3336.0,8,3335.96
2024-09-24 13:41:00,3338.2,3,3338.59
2024-09-24 13:42:00,3340.6,16,3339.63
2024-09-24 13:43:00,3339.8,17,3340.17
2024-09-24 13:44:00,3336.6,16,3338.63
2024-09-24 13:45:00,3333.0,13,3336.44
2024-09-24 13:46:00,3332.2,6,3335.56
2024-09-24 13:47:00,3335.4,3,3337.01
2024-09-24 13:48:00,3335.8,4,3337.27
2024-09-24 13:49:00,3339.0,7,3339.16
2024-09-24 13:50:00,3337.4,10,3338.86
2024-09-24 13:51:00,3339.2,10,3339.72
2024-09-24 13:52:00,3340.0,14,3340.44
2024-09-24 13:53:00,3341.2,13,3340.91
2024-09-24 13:54:00,3344.2,13,3343.43
2024-09-24 13:55:00,3339.8,10,3342.26
2024-09-24 13:56:00,3337.0,21,3339.9
2024-09-24 13:57:00,3335.2,11,3339.02
2024-09-24 13:58:00,3336.0,2,3338.34
2024-09-24 13:59:00,3336.8,6,3339.64
2024-09-24 14:00:00,3336.0,7,3338.57
2024-09-24 14:01:00,3337.2,5,3339.56
2024-09-24 14:02:00,3336.2,8,3337.37
2024-09-24 14:03:00,3336.2,1,3336.74
2024-09-24 14:04:00,3336.2,0,3336.07
2024-09-24 14:05:00,3330.0,50,3332.2
2024-09-24 14:06:00,3327.0,5,3329.45
2024-09-24 14:07:00,3328.2,23,3330.8
2024-09-24 14:08:00,3327.8,10,3330.04
2024-09-24 14:09:00,3327.8,10,3329.43
2024-09-24 14:10:00,3331.4,8,3333.73
2024-09-24 14:11:00,3332.4,8,3331.67
2024-09-24 14:12:00,3332.4,1,3332.22
2024-09-24 14:13:00,3331.4,2,3331.67
2024-09-24 14:14:00,3332.8,1,3331.92
2024-09-24 14:15:00,3333.0,3,3332.32
2024-09-24 14:16:00,3331.8,2,3332.9
2024-09-24 14:17:00,3336.0,6,3333.59
2024-09-24 14:18:00,3336.0,0,3335.53
2024-09-24 14:19:00,3334.8,10,3334.9
2024-09-24 14:20:00,3337.8,12,3335.11
2024-09-24 14:21:00,3334.2,11,3334.18
2024-09-24 14:22:00,3332.4,3,3333.02
2024-09-24 14:23:00,3332.4,1,3332.64
2024-09-24 14:24:00,3336.0,2,3334.49
2024-09-24 14:25:00,3336.8,1,3334.19
2024-09-24 14:26:00,3336.8,0,3334.41
2024-09-24 14:27:00,3334.4,1,3334.23
2024-09-24 14:28:00,3335.0,6,3334.19
2024-09-24 14:29:00,3338.0,7,3335.93
2024-09-24 14:30:00,3336.8,3,3337.12
2024-09-24 14:31:00,3342.8,12,3339.11
2024-09-24 14:32:00,3342.0,29,3339.46
2024-09-24 14:33:00,3343.4,5,3340.49
2024-09-24 14:34:00,3342.6,6,3341.5
2024-09-24 14:35:00,3346.6,22,3343.86
2024-09-24 14:36:00,3346.0,23,3343.65
2024-09-24 14:37:00,3345.8,11,3343.53
2024-09-24 14:38:00,3349.8,17,3345.43
2024-09-24 14:39:00,3346.8,8,3345.21
2024-09-24 14:40:00,3350.4,9,3346.41
2024-09-24 14:41:00,3351.8,1,3347.15
2024-09-24 14:42:00,3348.0,6,3345.9
2024-09-24 14:43:00,3347.6,4,3345.65
2024-09-24 14:44:00,3347.2,5,3345.33
2024-09-24 14:45:00,3347.8,13,3344.62
2024-09-24 14:46:00,3345.6,14,3344.52
2024-09-24 14:47:00,3345.8,10,3344.25
2024-09-24 14:48:00,3348.4,18,3345.22
2024-09-24 14:49:00,3350.0,7,3346.61
2024-09-24 14:50:00,3351.8,31,3348.17
2024-09-24 14:51:00,3354.2,9,3349.56
2024-09-24 14:52:00,3358.2,13,3351.1
2024-09-24 14:53:00,3355.6,9,3350.8
2024-09-24 14:54:00,3357.4,44,3351.05
2024-09-24 14:55:00,3356.2,45,3351.16
2024-09-24 14:56:00,3358.6,57,3351.16
2024-09-24 14:57:00,3358.0,23,3351.19
2024-09-24 14:58:00,3356.8,17,3351.19
2024-09-24 14:59:00,3357.0,33,3351.19
2024-09-24 15:00:00,3357.0,0,3351.91
2024-09-25 09:30:00,3441.2,270,3427.18
2024-09-25 09:31:00,3450.8,163,3434.24
2024-09-25 09:32:00,3455.4,117,3439.86
2024-09-25 09:33:00,3436.4,92,3430.53
2024-09-25 09:34:00,3439.8,52,3430.35
2024-09-25 09:35:00,3440.8,103,3433.49
2024-09-25 09:36:00,3437.4,25,3430.1
2024-09-25 09:37:00,3439.0,52,3431.7
2024-09-25 09:38:00,3449.6,59,3438.39
2024-09-25 09:39:00,3460.6,72,3447.62
2024-09-25 09:40:00,3467.6,112,3455.96
2024-09-25 09:41:00,3452.6,100,3449.48
2024-09-25 09:42:00,3455.0,81,3446.93
2024-09-25 09:43:00,3447.6,32,3442.86
2024-09-25 09:44:00,3443.6,78,3440.65
2024-09-25 09:45:00,3433.2,83,3431.31
2024-09-25 09:46:00,3442.2,41,3434.19
2024-09-25 09:47:00,3436.8,54,3433.01
2024-09-25 09:48:00,3433.8,46,3429.75
2024-09-25 09:49:00,3432.2,65,3427.58
2024-09-25 09:50:00,3433.4,46,3428.13
2024-09-25 09:51:00,3433.2,48,3429.4
2024-09-25 09:52:00,3438.4,41,3431.75
2024-09-25 09:53:00,3445.4,46,3440.37
2024-09-25 09:54:00,3441.6,52,3437.32
2024-09-25 09:55:00,3439.2,25,3436.11
2024-09-25 09:56:00,3439.8,12,3436.91
2024-09-25 09:57:00,3447.0,36,3443.55
2024-09-25 09:58:00,3453.0,48,3444.56
2024-09-25 09:59:00,3450.8,43,3445.54
2024-09-25 10:00:00,3445.6,47,3441.08
2024-09-25 10:01:00,3448.2,18,3441.72
2024-09-25 10:02:00,3447.6,8,3441.93
2024-09-25 10:03:00,3448.8,21,3443.07
2024-09-25 10:04:00,3459.0,45,3450.46
2024-09-25 10:05:00,3461.0,21,3453.78
2024-09-25 10:06:00,3461.6,22,3455.62
2024-09-25 10:07:00,3467.0,38,3459.98
2024-09-25 10:08:00,3460.2,34,3456.87
2024-09-25 10:09:00,3466.4,20,3459.05
2024-09-25 10:10:00,3462.2,18,3455.82
2024-09-25 10:11:00,3462.0,8,3455.93
2024-09-25 10:12:00,3455.2,33,3452.57
2024-09-25 10:13:00,3458.8,6,3451.83
2024-09-25 10:14:00,3466.4,12,3457.08
2024-09-25 10:15:00,3467.6,29,3459.32
2024-09-25 10:16:00,3466.6,13,3460.71
2024-09-25 10:17:00,3472.8,15,3463.29
2024-09-25 10:18:00,3472.4,27,3463.97
2024-09-25 10:19:00,3471.0,7,3464.48
2024-09-25 10:20:00,3463.8,12,3460.72
2024-09-25 10:21:00,3460.2,11,3455.53
2024-09-25 10:22:00,3458.0,18,3453.64
2024-09-25 10:23:00,3463.0,7,3456.11
2024-09-25 10:24:00,3461.8,11,3454.42
2024-09-25 10:25:00,3458.4,12,3453.03
2024-09-25 10:26:00,3454.8,28,3450.0
2024-09-25 10:27:00,3457.8,17,3451.46
2024-09-25 10:28:00,3458.2,13,3451.93
2024-09-25 10:29:00,3462.6,6,3455.68
2024-09-25 10:30:00,3455.0,27,3450.0
2024-09-25 10:31:00,3451.4,27,3447.97
2024-09-25 10:32:00,3453.6,22,3446.67
2024-09-25 10:33:00,3446.8,27,3443.23
2024-09-25 10:34:00,3445.0,62,3440.53
2024-09-25 10:35:00,3446.4,65,3439.26
2024-09-25 10:36:00,3453.6,56,3444.57
2024-09-25 10:37:00,3455.4,83,3446.39
2024-09-25 10:38:00,3453.8,64,3445.11
2024-09-25 10:39:00,3454.6,63,3444.02
2024-09-25 10:40:00,3455.0,81,3444.8
2024-09-25 10:41:00,3453.4,61,3444.55
2024-09-25 10:42:00,3457.2,48,3447.96
2024-09-25 10:43:00,3453.0,15,3446.28
